0_453	454 291 0 0.000000 0.000000 0 0 0 1  0
0_45	62 45 0 0.000000 0.000000 0 0 0 0 0 0
0_465	455 464 0 0.000000 0.000000 0 0 0 1  0
0_466	455 458 0 0.000000 0.000000 0 0 0 1  0
0_468	463 345 0 0.000000 0.000000 0 0 0 1  0
0_469	463 470 0 0.000000 0.000000 0 0 0 1  0
0_472_LT	473 0 0 0.000000 0.000000 0 0 0 1  0
0_472	473 472 0 0.000000 0.000000 0 0 0 1  0
0_48	62 48 0 0.000000 0.000000 0 0 0 0 0 0
0_49	61 49 0 0.000000 0.000000 0 0 0 0 0 0
0_500	501 291 0 0.000000 0.000000 0 0 0 1  0
0_506	504 505 0 0.000000 0.000000 0 0 0 1  0
0_508	455 503 0 0.000000 0.000000 0 0 0 1  0
0_509	514 511 0 0.000000 0.000000 0 0 0 1 0 1
0_50	57 53 0 0.000000 0.000000 0 0 0 0 0 0
0_510	573 509 0 0.000000 0.000000 0 0 0 1 0 1
0_518	518 852 0 0.000000 0.000000 0 0 0 1  0
0_51	57 54 0 0.000000 0.000000 0 0 0 0 0 0
0_521	521 852 0 0.000000 0.000000 0 0 0 1  0
0_52	57 55 0 0.000000 0.000000 0 0 0 0 0 0
0_536	573 537 0 0.000000 0.000000 0 0 0 1  0
0_539	573 538 0 0.000000 0.000000 0 0 0 1  0
0_546	455 506 0 0.000000 0.000000 0 0 0 1  0
0_551	934 558 0 0.000000 0.000000 0 0 0 1  0
0_557	67 67 0 0.000000 0.000000 0 0 0 1  0
0_55	220 55 0 0.000000 0.000000 0 0 0 0 0 0
0_563	564 562 0 0.000000 0.000000 0 0 0 1  0
0_565_LT	569 566 0 0.000000 0.000000 0 0 0 1  0
0_565	569 565 0 0.000000 0.000000 0 0 0 1  0
0_567	559 559 0 0.000000 0.000000 0 0 0 1  0
0_577	578 577 0 0.000000 0.000000 0 0 0 1  0
0_587_LT	569 588 0 0.000000 0.000000 0 0 0 1  0
0_587	569 587 0 0.000000 0.000000 0 0 0 1  0
0_591	593 596 0 0.000000 0.000000 0 0 0 1  0
0_598	578 597 0 0.000000 0.000000 0 0 0 1  0
0_620	107 617 0 0.000000 0.000000 0 0 0 1  0
0_621	107 618 0 0.000000 0.000000 0 0 0 1  0
0_639	148 641 0 0.000000 0.000000 0 0 0 1  0
0_63	64 48 0 0.000000 0.000000 0 0 0 0 0 0
0_641	148 642 0 0.000000 0.000000 0 0 0 1  0
0_642	148 643 0 0.000000 0.000000 0 0 0 1  0
0_657	667 658 0 0.000000 0.000000 0 0 0 1  0
0_65	66 45 0 0.000000 0.000000 0 0 0 0 0 0
0_661_LT	33 33 0 0.000000 0.000000 0 0 0 1  0
0_661	33 661 0 0.000000 0.000000 0 0 0 1  0
0_668	667 470 0 0.000000 0.000000 0 0 0 1  0
0_683	685 291 0 0.000000 0.000000 0 0 0 1  0
0_687	689 235 0 0.000000 0.000000 0 0 0 1  0
0_697	62 692 0 0.000000 0.000000 0 0 0 1  0
0_698	402 692 0 0.000000 0.000000 0 0 0 1  0
0_699	425 692 0 0.000000 0.000000 0 0 0 1  0
0_700	62 694 0 0.000000 0.000000 0 0 0 1  0
0_701	402 693 0 0.000000 0.000000 0 0 0 1  0
0_702	425 695 0 0.000000 0.000000 0 0 0 1  0
0_705	0 705 0 0.000000 0.000000 0 0 2 5  0
0_709	711 710 0 0.000000 0.000000 0 0 0 1  0
0_724	473 470 0 0.000000 0.000000 0 0 0 1  0
0_732	235 86 0 0.000000 0.000000 0 0 0 1  0
0_763	768 761 0 0.000000 0.000000 0 0 0 1  0
0_772	771 551 0 0.000000 0.000000 0 0 0 1  0
0_774	770 551 0 0.000000 0.000000 0 0 0 1  0
0_775	770 0 0 0.000000 0.000000 0 0 0 1  0
0_779	778 551 0 0.000000 0.000000 0 0 0 1  0
0_780	778 0 0 0.000000 0.000000 0 0 0 1  0
0_787_LT	789 788 0 0.000000 0.000000 0 0 0 1  0
0_787	789 787 0 0.000000 0.000000 0 0 0 1  0
0_796	795 551 0 0.000000 0.000000 0 0 0 1  0
0_799	107 392 0 0.000000 0.000000 0 0 0 1  0
0_801	107 498 0 0.000000 0.000000 0 0 0 1  0
0_808	808 0 0 0.000000 0.000000 0 0 0 1  0
0_806	807 0 0 0.000000 0.000000 0 0 0 1  0
0_810	689 689 0 0.000000 0.000000 0 0 0 1  0
0_882	455 505 0 0.000000 0.000000 0 0 0 1  0
0_813	455 812 0 0.000000 0.000000 0 0 0 1  0
0_815	812 814 0 0.000000 0.000000 0 0 0 1  0
0_838	837 788 0 0.000000 0.000000 0 0 0 1  0
0_841	0 840 0 0.000000 0.000000 0 0 0 1  0
0_842	0 839 0 0.000000 0.000000 0 0 0 1  0
0_856	855 291 0 0.000000 0.000000 0 0 0 1  0
0_876	0 878 0 0.000000 0.000000 0 0 0 1  0
0_877	0 879 0 0.000000 0.000000 0 0 0 1  0
0_878	0 876 0 0.000000 0.000000 0 0 0 1  0
0_879	0 877 0 0.000000 0.000000 0 0 0 1  0
0_880	470 470 0 0.000000 0.000000 0 0 0 1  0
0_882	455 506 0 0.000000 0.000000 0 0 0 1  0
0_883	455 881 0 0.000000 0.000000 0 0 0 1  0
0_902	789 213 0 0.000000 0.000000 0 0 0 1  0
0_905	455 904 0 0.000000 0.000000 0 0 0 1  0
0_906	455 326 0 0.000000 0.000000 0 0 0 1  0
0_907	455 459 0 0.000000 0.000000 0 0 0 1  0
0_910	455 908 0 0.000000 0.000000 0 0 0 1  0
0_923	0 922 0 0.000000 0.000000 0 0 0 1  0
0_924	0 921 0 0.000000 0.000000 0 0 0 1  0
0_927	917 459 0 0.000000 0.000000 0 0 0 1  0
0_928	917 917 0 0.000000 0.000000 0 0 0 1  0
0_935	936 136 0 0.000000 0.000000 0 0 0 1  0
0_940	852 137 0 0.000000 0.000000 0 0 0 1  0
0_941	936 939 0 0.000000 0.000000 0 0 0 1  0
0_944_LT	33 945 0 0.000000 0.000000 0 0 0 1  0
0_944	290 944 0 0.000000 0.000000 0 0 0 1  0
0_986	0 987 0 0.000000 0.000000 0 0 0 1 0 0
0_987	0 986 0 0.000000 0.000000 0 0 0 1 0 0
0_989	0 988 0 0.000000 0.000000 0 0 0 1 0 0
1001_876	917 921 0 0.000000 0.000000 0 0 0 1 0 0
1001_987	917 988 0 0.000000 0.000000 0 0 0 1 0 0
1001_998	917 998 0 0.000000 0.000000 0 0 0 1 0 0
1003_921	1000 876 0 0.000000 0.000000 0 0 0 1 0 0
1003_922	1000 877 0 0.000000 0.000000 0 0 0 1 0 0
1003_988	1000 987 0 0.000000 0.000000 0 0 0 1 0 0
106_108	107 113 0 0.000000 0.000000 0 0 0 1  0
106_109	107 113 0 0.000000 0.000000 0 0 0 1  0
106_110	107 113 0 0.000000 0.000000 0 0 0 1  0
107_507	0 799 0 0.000000 0.000000 0 0 0 1  0
107_59	0 160 0 0.000000 0.000000 0 0 0 0 0 0
107_60	0 1004 0 0.000000 0.000000 0 0 0 1 0 0
-1_1005	0 1004 2 0.000000 0.000000 0 0 0 1 0 0
-1_1006	0 235 1 0.000000 0.000000 0 0 0 1 0 0
-1_122	0 0 -1 0.000000 0.000000 0 0 0 1  0
-1_124	0 0 240 0.000000 0.000000 0 0 0 1  0
-1_137	0 0 -1 0.000000 0.000000 0 0 0 1  0
114_108	107 115 0 0.000000 0.000000 0 0 0 1  0
114_109	107 116 0 0.000000 0.000000 0 0 0 1  0
-1_142	0 141 30 0.000000 0.000000 0 0 0 0 0 0
-1_143	0 141 30 0.000000 0.000000 0 0 0 0 0 0
-1_144	0 0 240 0.000000 0.000000  0 0 0 0 0
-1_156	0 891 -10 0.000000 0.000000 0 0 0 1  0
-1_156	0 891 -10 0.000000 0.000000 0 0 0 1  0
-1_156	0 891 -10 0.000000 0.000000 0 0 0 1  0
-1_161	0 166 5 0.000000 0.000000 0 0 0 0 0 0
-1_162	0 169 5 0.000000 0.000000 0 0 0 0 0 0
-1_163	0 172 5 0.000000 0.000000 0 0 0 0 0 0
-1_164	0 173 600 0.000000 0.000000  0 0 0 0 0
-1_165	0 164 5 0.000000 0.000000 0 0 0 0 0 0
-1_166	0 165 5 0.000000 0.000000 0 0 0 0 0 0
-1_167	0 193 5 0.000000 0.000000 0 0 0 0 0 0
-1_168	0 174 5 0.000000 0.000000 0 0 0 0 0 0
-1_169	0 168 5 0.000000 0.000000 0 0 0 0 0 0
-1_171	0 175 5 0.000000 0.000000 0 0 0 0 0 0
-1_172	0 171 5 0.000000 0.000000 0 0 0 0 0 0
-1_174	0 176 10 0.000000 0.000000 0 0 0 0 0 0
-1_175	0 177 10 0.000000 0.000000 0 0 0 0 0 0
-1_183	0 0 -2 0.000000 0.000000 0 0 0 1  0
-1_416	0 852 180 0.000000 0.000000 0 0 0 1  0
-1_189	0 0 240 0.000000 0.000000 0 0 0 1  0
-1_190	0 0 240 0.000000 0.000000  0 0 0 0 0
-1_193	0 194 5 0.000000 0.000000 0 0 0 0 0 0
-1_194	0 173 5 0.000000 0.000000 0 0 0 0 0 0
-1_196	0 161 -1 0.000000 0.000000  0 0 0 0 0
-1_198	0 198 -2 0.000000 0.000000 0 0 0 1  0
-1_212	0 212 -2 0.000000 0.000000 0 0 0 1  0
-1_215	0 218 120 0.000000 0.000000 0 0 0 0 0 0
-1_217	0 219 120 0.000000 0.000000 0 0 0 0 0 0
-1_218	0 50 120 0.000000 0.000000 0 0 0 0 0 0
-1_219	0 393 120 0.000000 0.000000 0 0 0 1  0
-1_220	0 0 -1 0.000000 0.000000  0 0 0 0 0
-1_223	0 0 120 0.000000 0.000000 0 0 0 0 0 0
-1_227	0 0 240 0.000000 0.000000 0 0 0 1  0
-1_229	0 230 120 0.000000 0.000000 0 0 0 0 0 0
-1_230	0 243 120 0.000000 0.000000 0 0 0 0 0 0
124_124	0 292 0 0.000000 0.000000 0 0 0 0 0 0
124_126	0 127 0 0.000000 0.000000 0 0 0 0 0 0
-1_243	0 242 120 0.000000 0.000000 0 0 0 0 0 0
-1_244	0 0 120 0.000000 0.000000 0 0 0 0 0 0
124_59	0 128 0 0.000000 0.000000 0 0 0 0 0 0
-1_248	0 67 60 0.000000 0.000000  0 0 0 0 0
-1_249	0 250 15 0.000000 0.000000 0 0 0 0 0 0
-1_250	0 237 60 0.000000 0.000000 0 0 0 0 0 0
126_124	0 127 0 0.000000 0.000000 0 0 0 0 0 0
126_227	0 127 0 0.000000 0.000000 0 0 0 0 0 0
126_408	0 409 0 0.000000 0.000000 0 1  0 0 0
126_409_LT	0 125 0 0.000000 0.000000 0 1  0 0 0
126_409	0 409 0 0.000000 0.000000 0 1  0 0 0
126_891	0 894 0 0.000000 0.000000 0 0 0 1  0
126_891	0 894 0 0.000000 0.000000 0 0 0 1  0
126_891	0 894 0 0.000000 0.000000 0 0 0 1  0
127_108	107 159 0 0.000000 0.000000 0 0 0 1  0
127_109	107 159 0 0.000000 0.000000 0 0 0 1  0
127_110	107 159 0 0.000000 0.000000 0 0 0 1  0
127_159	0 156 0 0.000000 0.000000 0 0 0 0 0 0
127_159	0 156 0 0.000000 0.000000 0 0 0 0 0 0
127_159	0 156 0 0.000000 0.000000 0 0 0 0 0 0
127_231	0 237 0 0.000000 0.000000 0 0 0 0 0 0
127_237	0 238 0 0.000000 0.000000 0 0 0 0 0 0
127_282	0 293 0 0.000000 0.000000 0 0 0 0 0 0
-1_279	0 30 600 0.000000 0.000000 0 1 0 1  0
-1_282	0 238 30 0.000000 0.000000 0 0 0 0 0 0
-1_293	0 294 30 0.000000 0.000000 0 0 0 0 0 0
-1_30000	0 0 3 0.000000 0.000000  0 0 0 0 0
-1_304	0 303 30 0.000000 0.000000 0 0 0 0 0 0
-1_307	0 310 10 0.000000 0.000000 0 0 0 0 0 0
-1_308	0 311 10 0.000000 0.000000 0 0 0 0 0 0
-1_309	0 312 10 0.000000 0.000000 0 0 0 0 0 0
-1_30	0 30 600 0.000000 0.000000 0 1 0 1  0
-1_31	0 0 300 0.000000 0.000000  0 0 0 0 0
-1_321	0 322 10 0.000000 0.000000 0 0 0 0 0 0
-1_323	0 324 10 0.000000 0.000000 0 0 0 0 0 0
-1_328	0 326 10 0.000000 0.000000 0 0 0 0 0 0
-1_329	0 327 10 0.000000 0.000000 0 0 0 0 0 0
-1_330	0 335 10 0.000000 0.000000 0 0 0 0 0 0
-1_331	0 332 10 0.000000 0.000000 0 0 0 0 0 0
-1_338	0 0 3600 0.000000 0.000000 0 0 0 0 0 0
134_140	0 147 0 0.000000 0.000000 0 0 0 0 0 0
134_149	0 148 0 0.000000 0.000000 0 0 0 0 0 0
-1_346	0 82 240 0.000000 0.000000 0 0 0 0 0 0
134_74	0 474 0 0.000000 0.000000 0 0 0 1  0
135_144	135 146 0 0.000000 0.000000 0 0 0 1  0
135_150	0 150 0 0.000000 0.000000 0 1 0 1  0
135_183	135 184 0 0.000000 0.000000 0 0 0 1  0
135_189	135 191 0 0.000000 0.000000 0 0 0 1  0
135_31	135 35 0 0.000000 0.000000 0 0 0 1  0
135_432	135 35 0 0.000000 0.000000 0 0 0 1  0
135_514	135 515 0 0.000000 0.000000 0 0 0 1  0
135_67	135 239 0 0.000000 0.000000 0 0 0 0 0 0
-1_357	0 0 7200 0.000000 0.000000  0 0 0 0 0
-1_35	0 0 -1 0.000000 0.000000  0 0 0 0 0
-1_388	0 388 300 0.000000 0.000000 0 1 0 1  0
-1_389	0 390 300 0.000000 0.000000 0 0 0 1  0
139_-1_LA	847 0 0 0.000000 0.000000 0 0 0 1  0
-1_392	0 389 120 0.000000 0.000000  0 0 0 0 0
-1_393	0 391 -1 0.000000 0.000000 0 0 0 1  0
-1_398	0 400 120 0.000000 0.000000  0 0 0 0 0
-1_399	0 398 120 0.000000 0.000000  0 0 0 0 0
-1_400	0 401 300 0.000000 0.000000 0 0 0 1  0
-1_401	0 0 600 0.000000 0.000000 0 0 0 1  0
-1_406	0 153 -1 0.000000 0.000000  0 0 0 0 0
-1_416	0 0 180 0.000000 0.000000 0 0  0 0 0
-1_418	0 418 3 0.000000 0.000000 0 0 2 4  0
-1_420_LT	0 429 1 0.000000 0.000000 0 0 2 1  0
-1_420	0 420 1 0.000000 0.000000 0 0 2  0 0
-1_424	0 0 -1 0.000000 0.000000 0 0 0  0 0
-1_427	0 418 1 0.000000 0.000000 0 0 0  0 0
-1_428	0 420 1 0.000000 0.000000 0 0 0 1 0 0
-1_429	0 421 3 0.000000 0.000000 0 0 0 1  0
-1_440	0 442 10 0.000000 0.000000 0 0 0 1  0
-1_444	0 453 10 0.000000 0.000000 0 0 0 1  0
-1_445	0 451 10 0.000000 0.000000 0 0 0 1  0
-1_446	0 449 10 0.000000 0.000000 0 0 0 1  0
-1_447	0 450 10 0.000000 0.000000 0 0 0 1  0
-1_448	0 452 10 0.000000 0.000000 0 0 0 1  0
-1_45	0 65 -1 0.000000 0.000000  0 0 0 0 0
146_140	0 149 0 0.000000 0.000000 0 0 0 0 0 0
146_147	0 148 0 0.000000 0.000000 0 0 0 0 0 0
148_494	152 0 0 0.000000 0.000000 0 0 0 1  0
-1_484	0 484 -10 0.000000 0.000000 0 0 0 1  0
-1_48	0 63 -1 0.000000 0.000000  0 0 0 0 0
-1_497	0 0 120 0.000000 0.000000 0 0 0 1  0
-1_499	0 500 10 0.000000 0.000000 0 0 0 1  0
-1_50	0 51 20 0.000000 0.000000 0 0 0 0 0 0
-1_513	0 511 30 0.000000 0.000000 0 0 0 1  0
-1_51	0 52 20 0.000000 0.000000 0 0 0 0 0 0
152_0_LA	749 798 0 0.000000 0.000000 0 0 0 1  0
152_0_LT	749 752 0 0.000000 0.000000 0 0 0 1  0
152_0	493 148 0 0.000000 0.000000 0 0 0 1  0
152_141	151 510 0 0.000000 0.000000 0 0 0 1 0 1
-1_522	0 0 240 0.000000 0.000000 0 0 0 1  0
152_418	151 420 0 0.000000 0.000000 0 0 0  0 0
152_531	151 539 0 0.000000 0.000000 0 0 0 1  0
152_532	151 536 0 0.000000 0.000000 0 0 0 1  0
152_632	151 635 0 0.000000 0.000000 0 0 0 1  0
152_635	151 637 0 0.000000 0.000000 0 0 0 1  0
152_646	151 632 0 0.000000 0.000000 0 0 0 1  0
-1_52	0 50 20 0.000000 0.000000 0 0 0 0 0 0
-1_531_LT	0 532 3 0.000000 0.000000 0 0 2 4  0
-1_531	0 531 3 0.000000 0.000000 0 0 2 4  0
-1_532_LT	0 531 3 0.000000 0.000000 0 0 2 2  0
-1_532	0 532 3 0.000000 0.000000 0 0 2 4  0
-1_534_LT	0 603 3 0.000000 0.000000 0 0 0 1  0
-1_534	0 534 3 0.000000 0.000000 0 0 2 1  0
-1_53	0 56 60 0.000000 0.000000 0 0 0 0 0 0
-1_541_LT	0 544 6 0.000000 0.000000 0 0 1 1  0
-1_541	0 541 6 0.000000 0.000000 0 0 1 1  0
-1_542_LT	0 604 3 0.000000 0.000000 0 0 0 1  0
-1_542	0 542 3 0.000000 0.000000 0 0 1 1  0
-1_544_LT	0 541 6 0.000000 0.000000 0 0 2 1  0
-1_544	0 544 6 0.000000 0.000000 0 0 2 2  0
-1_545	0 542 1 0.000000 0.000000 0 0 0 1  0
-1_54	0 56 60 0.000000 0.000000 0 0 0 0 0 0
-1_55	0 60 60 0.000000 0.000000 0 0 0 0 0 0
-1_566	0 0 7200 0.000000 0.000000 0 0 0 1  0
-1_56	0 0 60 0.000000 0.000000 0 0 0 0 0 0
-1_572	0 566 1 0.000000 0.000000 0 0 0 1  0
-1_573	0 148 1 0.000000 0.000000 0 0 0 1  0
-1_575_LT	0 600 6 0.000000 0.000000 0 0 1 1  0
-1_575	0 575 6 0.000000 0.000000 0 0 1 1  0
-1_577	0 577 6 0.000000 0.000000 0 0 2 1  0
-1_588	0 0 7200 0.000000 0.000000 0 0 0 1  0
-1_589	0 588 1 0.000000 0.000000 0 0 0 1  0
-1_600_LT	0 575 6 0.000000 0.000000 0 0 2 1  0
-1_600	0 600 6 0.000000 0.000000 0 0 2 1  0
160_164	0 162 0 0.000000 0.000000 0 0 0 0 0 0
160_165	0 162 0 0.000000 0.000000 0 0 0 0 0 0
160_166	0 162 0 0.000000 0.000000 0 0 0 0 0 0
160_173	0 163 0 0.000000 0.000000 0 0 0 0 0 0
160_193	0 163 0 0.000000 0.000000 0 0 0 0 0 0
160_194	0 163 0 0.000000 0.000000 0 0 0 0 0 0
-1_601_LT	0 541 3 0.000000 0.000000 0 0 2 1  0
-1_601	0 601 3 0.000000 0.000000 0 0 2 1  0
-1_602_LT	0 575 3 0.000000 0.000000 0 0 1 1  0
-1_602	0 602 3 0.000000 0.000000 0 0 1 1  0
-1_603_LT	0 605 3 0.000000 0.000000 0 0 0 1  0
-1_603	0 603 3 0.000000 0.000000 0 0 1 1  0
-1_604_LT	0 606 3 0.000000 0.000000 0 0 0 1  0
-1_604	0 604 3 0.000000 0.000000 0 0 1 1  0
-1_605	0 0 300 0.000000 0.000000 0 0 0 1  0
-1_606	0 0 300 0.000000 0.000000 0 0 0 1  0
-1_609_LT	0 575 3 0.000000 0.000000 0 0 1 1  0
-1_609	0 609 3 0.000000 0.000000 0 0 1 1  0
-1_60	0 50 -1 0.000000 0.000000  0 0 0 0 0
-1_610_LT	0 541 3 0.000000 0.000000 0 0 2 1  0
-1_610	0 610 3 0.000000 0.000000 0 0 2 1  0
-1_614_LT	0 575 6 0.000000 0.000000 0 0 2 1  0
-1_614	0 614 6 0.000000 0.000000 0 0 2 1  0
-1_615	0 848 600 0.000000 0.000000 0 0 0 1  0
-1_616	0 575 2 0.000000 0.000000 0 0 2 1  0
-1_61	0 0 120 0.000000 0.000000 0 0 0 0 0 0
-1_628	0 628 3 0.000000 0.000000 0 0 3 4  0
-1_62	0 0 120 0.000000 0.000000 0 0 0 0 0 0
-1_631	0 631 3 0.000000 0.000000 0 0 1 4  0
-1_632	0 632 2 0.000000 0.000000 0 0 1 2  0
-1_635	0 635 2 0.000000 0.000000 0 0 1 2  0
-1_637	0 644 1 0.000000 0.000000 0 0 2 2  0
-1_643	0 0 -2 0.000000 0.000000 0 0 0 1  0
-1_644	0 639 1 0.000000 0.000000 0 0 0 1  0
-1_645	0 628 1 0.000000 0.000000 0 0 2 3  0
-1_648	0 631 2 0.000000 0.000000 0 0 1 1  0
-1_649	0 650 1 0.000000 0.000000 0 0 0 1  0
-1_650	0 630 -24 0.000000 0.000000 0 0 0 1  0
-1_653	0 631 1 0.000000 0.000000 0 0 0 1  0
-1_654	0 632 1 0.000000 0.000000 0 0 0 1  0
-1_655	0 635 1 0.000000 0.000000 0 0 0 1  0
-1_658	0 0 -1 0.000000 0.000000 0 0 0 1  0
-1_662	0 662 300 0.000000 0.000000 0 1 0 1  0
-1_663	0 663 300 0.000000 0.000000 0 1 0 1  0
-1_664	0 662 -10 0.000000 0.000000 0 0 0 1  0
-1_665	0 663 -10 0.000000 0.000000 0 0 0 1  0
-1_682	0 683 10 0.000000 0.000000 0 0 0 1  0
-1_703	0 703 3 0.000000 0.000000 0 0 3 2  0
-1_705_LT	0 703 1 0.000000 0.000000 0 0 2 5  0
-1_705	0 705 1 0.000000 0.000000 0 0 2 5  0
-1_707	0 707 3 0.000000 0.000000 0 0 3 2  0
-1_710	0 0 -1 0.000000 0.000000 0 0 0 1  0
-1_717	0 719 30 0.000000 0.000000 0 0 0 1  0
-1_718	0 720 30 0.000000 0.000000 0 0 0 1  0
-1_719	0 707 2 0.000000 0.000000 0 0 5 1  0
-1_720	0 703 2 0.000000 0.000000 0 0 5 1  0
-1_721	0 706 1 0.000000 0.000000 0 0 0 1  0
-1_735	0 732 120 0.000000 0.000000 0 0 0 1  0
-1_749	0 151 30 0.000000 0.000000 0 0 0 1  0
-1_750	0 560 30 0.000000 0.000000 0 0 0 1  0
-1_752	0 87 300 0.000000 0.000000 0 0 0 1  0
-1_757	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_759	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_757	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_757	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_759	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_759	0 156 2 0.000000 0.000000 0 0 0 1  0
-1_75	0 67 10 0.000000 0.000000 0 0 0 0 0 0
-1_761	0 762 300 0.000000 0.000000 0 0 0 1  0
-1_762	0 763 300 0.000000 0.000000 0 0 0 1  0
-1_763	0 761 300 0.000000 0.000000 0 0 0 1  0
-1_764	0 764 10 0.000000 0.000000 0 0 2 4  0
-1_769	0 769 3 0.000000 0.000000 0 0 2 5  0
-1_775	0 775 3 0.000000 0.000000 0 0 2 4  0
-1_77	0 62 10 0.000000 0.000000 0 0 0 0 0 0
-1_780	0 780 3 0.000000 0.000000 0 0 2 4  0
-1_782	0 0 10 0.000000 0.000000 0 0 0 1  0
-1_784	0 661 1 0.000000 0.000000 0 0 0 1  0
-1_788	0 838 -1 0.000000 0.000000 0 0 0 1  0
-1_78	0 80 5 0.000000 0.000000 0 0 0 0 0 0
-1_790	0 624 240 0.000000 0.000000 0 0 0 1  0
-1_796	0 796 3 0.000000 0.000000 0 0 2 5  0
-1_79	0 0 120 0.000000 0.000000 0 0 0 0 0 0
-1_800	0 799 2 0.000000 0.000000 0 0 0 1  0
-1_80	0 79 10 0.000000 0.000000 0 0 0 0 0 0
182_235	0 254 0 0.000000 0.000000 0 0 0 0 0 0
182_253	0 256 0 0.000000 0.000000 0 0 0 0 0 0
182_258	0 257 0 0.000000 0.000000 0 0 0 0 0 0
182_547	0 262 0 0.000000 0.000000 0 0 0 1  0
-1_815	0 816 -3 0.000000 0.000000 0 0 0 1  0
